se-name,  Kxx,  Kyy,  Kzz,  Omegaxx,  Omegayy,  Omegazz,  PIxx,  PIyy,  PIzz,  lam1,  lam2,  e1,  e2,  nelems,  nnodes,  time, 
se1099, 18.9684, 19.682, 25.5545, 367.0588, 502.0698, 523.2657, 339.3812, -477.728, 103.0153,  5.0,  4.0,  1.2,  0.4,  4086,  2751,  132.0, 
se1100, 18.4104, 19.1268, 24.784, 333.28, 456.745, 470.9111, 306.5254, -433.1586, 95.9419,  5.0,  4.0,  1.2,  0.6,  4214,  2739,  138.0, 
se1101, 17.8243, 18.5481, 23.9473, 299.6076, 412.0272, 422.7393, 273.7992, -389.1209, 89.3357,  5.0,  4.0,  1.2,  0.8,  4334,  2715,  143.0, 
se1102, 17.1546, 17.8851, 22.9426, 262.9877, 363.0683, 373.604, 237.9545, -340.8331, 81.938,  5.0,  4.0,  1.2,  1.0,  2430,  1583,  38.0, 
se1103, 16.6509, 17.4022, 22.2189, 238.6278, 331.3645, 342.166, 214.4974, -310.0205, 78.3644,  5.0,  4.0,  1.2,  1.2,  4494,  2671,  150.0, 
se1104, 16.0867, 16.861, 21.3636, 212.0648, 296.7281, 309.8392, 188.7244, -276.11, 74.2535,  5.0,  4.0,  1.2,  1.4,  4478,  2627,  147.0, 
se1105, 15.5483, 16.3512, 20.53, 188.3837, 265.7752, 282.4188, 165.9806, -245.8229, 70.9146,  5.0,  4.0,  1.2,  1.6,  4510,  2539,  149.0, 
se1106, 15.0001, 15.8181, 19.6479, 165.7405, 235.3493, 256.2022, 144.0165, -215.9941, 66.4527,  5.0,  4.0,  1.2,  1.8,  2366,  1403,  31.0, 
se1107, 18.9895, 19.6911, 25.9687, 385.7125, 529.9934, 547.9787, 363.7515, -511.2181, 105.4205,  5.0,  4.0,  1.4,  0.2,  3750,  2647,  118.0, 
se1108, 18.5231, 19.2247, 25.3684, 357.1758, 491.7691, 498.7399, 336.1568, -473.6013, 99.0933,  5.0,  4.0,  1.4,  0.4,  4070,  2719,  134.0, 
se1109, 17.9776, 18.6787, 24.6081, 324.4276, 447.331, 448.829, 304.1377, -429.7202, 92.0084,  5.0,  4.0,  1.4,  0.6,  4102,  2679,  134.0, 
se1110, 17.3137, 18.025, 23.6302, 285.5075, 396.7908, 396.4398, 265.7855, -379.8987, 85.0819,  5.0,  4.0,  1.4,  0.8,  2406,  1575,  43.0, 
se1111, 16.7348, 17.4627, 22.7907, 255.0172, 357.1881, 356.3276, 235.9765, -341.1109, 80.144,  5.0,  4.0,  1.4,  1.0,  2398,  1535,  41.0, 
se1112, 16.2379, 16.9652, 22.0512, 231.8429, 323.5734, 324.9712, 213.5889, -307.4273, 74.3339,  5.0,  4.0,  1.4,  1.2,  4502,  2719,  154.0, 
se1113, 15.6803, 16.4285, 21.2001, 205.8878, 289.5718, 293.9017, 188.1968, -273.9763, 70.3022,  5.0,  4.0,  1.4,  1.4,  4558,  2707,  155.0, 
se1114, 15.1463, 15.9192, 20.3699, 182.6126, 259.3746, 267.434, 165.462, -244.2136, 67.2845,  5.0,  4.0,  1.4,  1.6,  4518,  2607,  149.0, 
se1115, 14.5876, 15.3839, 19.4653, 159.5541, 229.2229, 242.0467, 142.8305, -214.4282, 63.4024,  5.0,  4.0,  1.4,  1.8,  2294,  1371,  33.0, 
se1116, 18.6243, 19.3129, 25.895, 380.8489, 525.785, 528.2207, 364.456, -512.5049, 103.1371,  5.0,  4.0,  1.6,  0.2,  3726,  2575,  113.0, 
se1117, 18.1585, 18.8439, 25.2734, 351.791, 486.1306, 480.0705, 335.9019, -472.4603, 95.8226,  5.0,  4.0,  1.6,  0.4,  3878,  2623,  121.0, 
se1118, 17.5196, 18.1922, 24.2927, 311.7447, 429.4188, 423.4455, 296.2763, -416.0466, 86.2737,  5.0,  4.0,  1.6,  0.6,  2326,  1563,  41.0, 
se1119, 16.9609, 17.638, 23.4972, 280.807, 388.5343, 380.4401, 265.8906, -375.5268, 80.2353,  5.0,  4.0,  1.6,  0.8,  2382,  1547,  42.0, 
se1120, 16.3872, 17.0725, 22.6562, 250.8835, 349.0514, 341.272, 236.4805, -336.4907, 74.7555,  5.0,  4.0,  1.6,  1.0,  2382,  1515,  41.0, 
se1121, 15.8198, 16.5186, 21.81, 223.2786, 312.8662, 306.9091, 209.3575, -300.6931, 70.0918,  5.0,  4.0,  1.6,  1.2,  2390,  1483,  40.0, 
se1122, 15.3359, 16.0595, 21.1121, 202.377, 285.7816, 281.8192, 189.2292, -273.9714, 67.2952,  5.0,  4.0,  1.6,  1.4,  4438,  2619,  145.0, 
se1123, 14.7461, 15.4851, 20.1563, 176.6149, 250.895, 252.6192, 163.5944, -239.3319, 62.6587,  5.0,  4.0,  1.6,  1.6,  2342,  1399,  38.0, 
se1124, 14.2459, 15.0005, 19.3564, 156.5637, 224.5138, 230.4653, 143.8462, -213.2785, 59.242,  5.0,  4.0,  1.6,  1.8,  2302,  1351,  36.0, 
se1125, 18.2402, 18.8905, 25.6328, 371.2908, 506.6786, 504.3753, 358.7481, -495.9602, 95.1269,  5.0,  4.0,  1.8,  0.2,  2406,  1667,  45.0, 
se1126, 17.7611, 18.4127, 24.9894, 340.994, 467.4688, 456.2403, 328.8469, -456.9676, 89.5373,  5.0,  4.0,  1.8,  0.4,  2310,  1587,  41.0, 
se1127, 17.2271, 17.8841, 24.2379, 309.0971, 425.6628, 410.5646, 297.4224, -415.3899, 83.6813,  5.0,  4.0,  1.8,  0.6,  2350,  1571,  42.0, 
se1128, 16.6734, 17.336, 23.4459, 278.5626, 385.9821, 369.5583, 267.3052, -376.131, 78.1831,  5.0,  4.0,  1.8,  0.8,  2374,  1547,  42.0, 
se1129, 16.097, 16.7523, 22.5771, 248.8519, 344.411, 330.3825, 237.9484, -334.8703, 71.302,  5.0,  4.0,  1.8,  1.0,  2350,  1503,  42.0, 
se1130, 15.5245, 16.1889, 21.7121, 221.1161, 307.639, 296.3414, 210.5666, -298.3539, 66.2994,  5.0,  4.0,  1.8,  1.2,  2350,  1471,  39.0, 
se1131, 14.9699, 15.6457, 20.8611, 196.3598, 274.6481, 267.1105, 186.1855, -265.6548, 61.9251,  5.0,  4.0,  1.8,  1.4,  2326,  1423,  38.0, 
se1132, 14.4282, 15.1326, 20.0206, 173.0658, 245.1529, 241.4751, 163.1285, -236.3668, 59.0132,  5.0,  4.0,  1.8,  1.6,  2278,  1371,  36.0, 
se1133, 13.9327, 14.6577, 19.2317, 153.5354, 220.1141, 220.8435, 143.8588, -211.5002, 56.3152,  5.0,  4.0,  1.8,  1.8,  2230,  1323,  33.0, 
se1134, 24.7331, 24.7328, 30.9216, 782.0333, 781.9845, 1022.7117, 672.9153, -671.8644, -0.0827,  5.0,  5.0,  0.2,  0.2,  3310,  2479,  83.0, 
se1135, 24.1467, 24.1468, 30.2171, 726.9581, 726.9915, 926.937, 620.1866, -620.3718, -0.0065,  5.0,  5.0,  0.2,  0.4,  3742,  2747,  107.0, 
se1136, 23.4664, 23.4664, 29.332, 663.4575, 663.4828, 832.7297, 561.0675, -561.0507, -0.0156,  5.0,  5.0,  0.2,  0.6,  3534,  2575,  91.0, 
se1137, 22.7551, 22.7551, 28.3747, 600.3624, 600.3755, 746.9805, 502.4825, -502.8108, 0.0527,  5.0,  5.0,  0.2,  0.8,  3150,  2283,  73.0, 
se1138, 22.0351, 22.0351, 27.3791, 540.067, 540.0672, 670.6649, 447.4989, -447.8764, -0.0456,  5.0,  5.0,  0.2,  1.0,  2518,  1867,  41.0, 
se1139, 21.374, 21.3739, 26.4338, 487.6735, 487.6711, 608.1882, 399.4737, -399.5221, -0.8412,  5.0,  5.0,  0.2,  1.2,  2846,  2039,  53.0, 
se1140, 20.7213, 20.7214, 25.4758, 438.6312, 438.6302, 553.4117, 354.9612, -355.044, 0.0083,  5.0,  5.0,  0.2,  1.4,  2798,  1971,  51.0, 
se1141, 20.1142, 20.1142, 24.5502, 395.0636, 395.0603, 508.1125, 315.6195, -315.591, -0.0169,  5.0,  5.0,  0.2,  1.6,  2726,  1855,  47.0, 
se1142, 19.5077, 19.5075, 23.621, 354.3141, 354.3018, 466.6225, 279.5324, -279.523, -0.0445,  5.0,  5.0,  0.2,  1.8,  2310,  1579,  30.0, 
se1143, 24.1222, 24.1222, 30.448, 742.17, 742.103, 966.0073, 655.1456, -655.3877, -0.6757,  5.0,  5.0,  0.4,  0.2,  3286,  2463,  80.0, 
se1144, 23.5405, 23.5405, 29.7323, 688.0181, 688.0227, 875.2964, 602.9097, -603.3488, 0.2035,  5.0,  5.0,  0.4,  0.4,  3982,  2811,  119.0, 
se1145, 22.8705, 22.8704, 28.8475, 626.7759, 626.7429, 786.159, 545.1657, -545.2365, -0.0377,  5.0,  5.0,  0.4,  0.6,  3854,  2663,  107.0, 
se1146, 22.1736, 22.1735, 27.8957, 566.3536, 566.3488, 705.0631, 488.0677, -488.8236, -0.0128,  5.0,  5.0,  0.4,  0.8,  3270,  2331,  74.0, 
se1147, 21.4693, 21.4693, 26.9045, 508.7001, 508.7001, 632.7434, 434.2017, -434.1693, 0.0251,  5.0,  5.0,  0.4,  1.0,  2646,  1899,  44.0, 
se1148, 20.8143, 20.8143, 25.9568, 458.2049, 458.2043, 572.9467, 387.1077, -387.2115, 0.091,  5.0,  5.0,  0.4,  1.2,  2942,  2047,  58.0, 
se1149, 20.1773, 20.1773, 25.0091, 411.7184, 411.7171, 521.1678, 343.7783, -344.2343, -0.0089,  5.0,  5.0,  0.4,  1.4,  3166,  2075,  66.0, 
se1150, 19.576, 19.576, 24.0887, 370.1747, 370.175, 477.6308, 305.3926, -305.424, 0.0019,  5.0,  5.0,  0.4,  1.6,  2902,  1895,  54.0, 
se1151, 18.9835, 18.9832, 23.1699, 331.7169, 331.6964, 438.1551, 270.3112, -270.3562, -0.0431,  5.0,  5.0,  0.4,  1.8,  2438,  1611,  35.0, 
se1152, 23.485, 23.4841, 29.9975, 706.3692, 706.2688, 908.8247, 638.3673, -637.6742, -0.0869,  5.0,  5.0,  0.6,  0.2,  3198,  2383,  75.0, 
se1153, 22.9072, 22.9072, 29.2816, 653.6828, 653.681, 823.0729, 588.0064, -587.7228, 0.0142,  5.0,  5.0,  0.6,  0.4,  3806,  2651,  106.0, 
se1154, 22.2477, 22.2474, 28.395, 594.3349, 594.2974, 738.8337, 530.5291, -530.3246, -0.0447,  5.0,  5.0,  0.6,  0.6,  3782,  2575,  103.0, 
se1155, 21.5584, 21.5584, 27.4422, 535.8911, 535.8894, 661.9441, 474.7235, -474.8547, 0.073,  5.0,  5.0,  0.6,  0.8,  3582,  2395,  91.0, 
se1156, 20.8689, 20.8689, 26.462, 480.8629, 480.8624, 593.8665, 422.5098, -422.4428, 0.9741,  5.0,  5.0,  0.6,  1.0,  2782,  1899,  48.0, 
se1157, 20.2252, 20.2252, 25.5254, 432.6621, 432.6615, 537.479, 376.8129, -377.0598, 0.0252,  5.0,  5.0,  0.6,  1.2,  3238,  2119,  74.0, 
se1158, 19.5982, 19.5982, 24.5807, 388.0301, 388.0301, 488.179, 334.5941, -334.5349, -0.0385,  5.0,  5.0,  0.6,  1.4,  3238,  2075,  66.0, 
se1159, 18.9935, 18.9935, 23.6513, 347.6298, 347.6269, 445.7746, 296.5999, -296.7557, 0.0951,  5.0,  5.0,  0.6,  1.6,  2926,  1847,  51.0, 
se1160, 18.4097, 18.4097, 22.7317, 310.783, 310.7769, 407.7434, 261.8711, -261.871, 0.4993,  5.0,  5.0,  0.6,  1.8,  2654,  1659,  40.0, 
se1161, 22.8276, 22.8276, 29.5776, 674.5838, 674.5876, 853.4605, 622.5236, -623.0125, 0.0022,  5.0,  5.0,  0.8,  0.2,  3118,  2239,  73.0, 
se1162, 22.2784, 22.2785, 28.8803, 624.6557, 624.663, 774.2254, 574.2535, -574.4014, 0.0849,  5.0,  5.0,  0.8,  0.4,  3694,  2547,  105.0, 
se1163, 21.6361, 21.6361, 28.0053, 567.6454, 567.6464, 695.2044, 518.7954, -518.7982, -0.0044,  5.0,  5.0,  0.8,  0.6,  3662,  2463,  96.0, 
se1164, 20.9619, 20.9619, 27.0586, 511.2242, 511.2257, 622.4265, 464.3643, -464.3718, -0.033,  5.0,  5.0,  0.8,  0.8,  3406,  2267,  83.0, 
se1165, 20.2852, 20.2851, 26.0824, 458.0958, 458.0959, 557.838, 413.1436, -413.111, 0.0001,  5.0,  5.0,  0.8,  1.0,  2774,  1875,  49.0, 
se1166, 19.6551, 19.6551, 25.1533, 411.7841, 411.784, 504.7018, 368.5802, -368.6102, -0.0035,  5.0,  5.0,  0.8,  1.2,  3134,  2015,  61.0, 
se1167, 19.0233, 19.0233, 24.1914, 367.7863, 367.7825, 456.8149, 326.3149, -326.306, -0.0018,  5.0,  5.0,  0.8,  1.4,  3038,  1947,  56.0, 
se1168, 18.4351, 18.4351, 23.2791, 329.5359, 329.5344, 417.2283, 289.8487, -289.7785, 0.0069,  5.0,  5.0,  0.8,  1.6,  2966,  1831,  53.0, 
se1169, 17.8549, 17.8549, 22.3522, 293.6558, 293.657, 380.7933, 255.4186, -255.0444, -0.0362,  5.0,  5.0,  0.8,  1.8,  2662,  1643,  41.0, 
se1170, 22.3068, 22.3068, 29.3664, 657.8748, 657.8765, 812.0503, 618.5813, -618.5389, 0.1606,  5.0,  5.0,  1.0,  0.2,  4182,  2927,  142.0, 
se1171, 21.751, 21.7509, 28.6481, 607.4417, 607.4433, 735.6426, 569.1253, -569.2667, -0.0022,  5.0,  5.0,  1.0,  0.4,  4398,  2979,  154.0, 
se1172, 21.1237, 21.1237, 27.7857, 552.1732, 552.1733, 661.2222, 515.2677, -515.3856, -0.3423,  5.0,  5.0,  1.0,  0.6,  4638,  3023,  170.0, 
se1173, 20.4669, 20.4669, 26.8507, 497.4601, 497.4599, 592.872, 461.8661, -461.8293, -0.0211,  5.0,  5.0,  1.0,  0.8,  4806,  3019,  179.0, 
se1174, 19.737, 19.737, 25.7606, 439.4775, 439.4772, 525.274, 404.963, -404.9885, -0.0303,  5.0,  5.0,  1.0,  1.0,  2726,  1843,  48.0, 
se1175, 19.1569, 19.1569, 24.9162, 398.351, 398.3497, 478.5151, 365.346, -365.3788, 0.0318,  5.0,  5.0,  1.0,  1.2,  4958,  2935,  183.0, 
se1176, 18.5328, 18.5328, 23.9598, 355.5023, 355.5023, 432.6418, 323.7735, -323.7193, 0.0413,  5.0,  5.0,  1.0,  1.4,  4926,  2911,  170.0, 
se1177, 17.942, 17.942, 23.0309, 317.4032, 317.4023, 393.8958, 286.8176, -286.8811, -0.0315,  5.0,  5.0,  1.0,  1.6,  4870,  2831,  158.0, 
se1178, 17.349, 17.3489, 22.0823, 281.5459, 281.5273, 357.6556, 252.1664, -251.9343, -0.0015,  5.0,  5.0,  1.0,  1.8,  3910,  2271,  101.0, 
se1179, 21.7995, 21.7995, 29.1703, 643.2272, 643.2313, 773.5903, 613.7677, -613.4179, 0.0156,  5.0,  5.0,  1.2,  0.2,  4486,  3211,  169.0, 
se1180, 21.2518, 21.2518, 28.4478, 593.277, 593.2789, 700.9087, 564.5734, -564.5425, 0.1166,  5.0,  5.0,  1.2,  0.4,  4734,  3243,  183.0, 
se1181, 20.6317, 20.6317, 27.5861, 538.8934, 538.8942, 629.8438, 511.1156, -511.1692, -0.0588,  5.0,  5.0,  1.2,  0.6,  4862,  3203,  198.0, 
se1182, 19.9815, 19.9816, 26.6508, 485.0022, 485.0011, 564.3481, 458.201, -458.2221, -0.0054,  5.0,  5.0,  1.2,  0.8,  4942,  3155,  192.0, 
se1183, 19.2534, 19.2534, 25.5605, 427.8296, 427.8279, 499.1771, 401.8682, -401.7877, 0.0565,  5.0,  5.0,  1.2,  1.0,  2742,  1819,  50.0, 
se1184, 18.6773, 18.6773, 24.7039, 386.9183, 386.9164, 454.0097, 361.9378, -361.8157, 0.0018,  5.0,  5.0,  1.2,  1.2,  5158,  3119,  200.0, 
se1185, 18.0553, 18.0553, 23.7446, 344.7463, 344.7452, 409.7038, 320.6368, -320.683, -0.0049,  5.0,  5.0,  1.2,  1.4,  5158,  3031,  198.0, 
se1186, 17.466, 17.4659, 22.8124, 307.2797, 307.2464, 372.2046, 284.0177, -283.9921, -0.018,  5.0,  5.0,  1.2,  1.6,  5062,  2919,  190.0, 
se1187, 16.8745, 16.8747, 21.8641, 272.1716, 272.1872, 337.3579, 249.6987, -249.7474, 0.1939,  5.0,  5.0,  1.2,  1.8,  3710,  2207,  96.0, 
se1188, 21.3189, 21.3189, 28.9652, 629.0829, 629.0856, 738.8783, 606.915, -606.8859, 0.0117,  5.0,  5.0,  1.4,  0.2,  4350,  3035,  160.0, 
se1189, 20.7898, 20.7898, 28.269, 581.2637, 581.2671, 670.3493, 559.8306, -559.8204, 0.014,  5.0,  5.0,  1.4,  0.4,  4478,  3011,  165.0, 
se1190, 20.1812, 20.1811, 27.4194, 528.2004, 528.1956, 602.4607, 507.4981, -507.4783, -0.0143,  5.0,  5.0,  1.4,  0.6,  4654,  3035,  184.0, 
se1191, 19.4659, 19.4658, 26.3681, 468.6697, 468.67, 533.0358, 448.6224, -448.9516, 0.145,  5.0,  5.0,  1.4,  0.8,  2726,  1819,  56.0, 
se1192, 18.8242, 18.8242, 25.4175, 419.7493, 419.749, 477.7624, 400.4037, -400.9623, 0.0579,  5.0,  5.0,  1.4,  1.0,  2742,  1787,  56.0, 
se1193, 18.1946, 18.1946, 24.468, 375.0429, 375.0432, 429.4636, 356.3403, -356.4547, -0.3085,  5.0,  5.0,  1.4,  1.2,  2758,  1747,  55.0, 
se1194, 17.6291, 17.6291, 23.5975, 337.38, 337.3772, 390.405, 319.2418, -319.1826, 0.1489,  5.0,  5.0,  1.4,  1.4,  5014,  2995,  191.0, 
se1195, 17.038, 17.0382, 22.6575, 300.0755, 300.1088, 353.7754, 282.4804, -282.5702, 0.0164,  5.0,  5.0,  1.4,  1.6,  4982,  2923,  187.0, 
se1196, 16.4435, 16.4435, 21.6909, 264.985, 264.9836, 320.163, 247.8927, -247.9631, 0.0067,  5.0,  5.0,  1.4,  1.8,  3270,  1915,  75.0, 
se1197, 20.9419, 20.9419, 28.8971, 623.5932, 623.5997, 713.9675, 607.1627, -607.1518, -0.0216,  5.0,  5.0,  1.6,  0.2,  3862,  2611,  121.0, 
se1198, 20.4156, 20.4156, 28.187, 575.2898, 575.2908, 647.5589, 559.2929, -559.2962, -0.002,  5.0,  5.0,  1.6,  0.4,  3958,  2651,  127.0, 
se1199, 19.6868, 19.6868, 27.0647, 507.3023, 507.3045, 569.5847, 491.5491, -491.4902, -0.0112,  5.0,  5.0,  1.6,  0.6,  2614,  1803,  53.0, 
se1200, 19.0572, 19.0573, 26.1621, 457.4851, 457.4866, 510.5981, 442.369, -442.362, 0.018,  5.0,  5.0,  1.6,  0.8,  2630,  1763,  54.0, 
se1201, 18.4338, 18.4338, 25.2495, 410.9279, 410.9274, 458.2156, 396.352, -396.3072, -0.005,  5.0,  5.0,  1.6,  1.0,  2662,  1747,  57.0, 
se1202, 17.8007, 17.8006, 24.2928, 366.5659, 366.5671, 410.8484, 352.4337, -352.2601, -0.0279,  5.0,  5.0,  1.6,  1.2,  2718,  1723,  55.0, 
se1203, 17.1999, 17.1999, 23.3839, 328.063, 328.0624, 371.1941, 314.4346, -314.0711, 0.0052,  5.0,  5.0,  1.6,  1.4,  2414,  1507,  42.0, 
se1204, 16.6079, 16.6079, 22.4363, 291.1405, 291.1387, 335.1736, 277.8812, -277.8848, -0.0416,  5.0,  5.0,  1.6,  1.6,  2606,  1603,  50.0, 
se1205, 16.0561, 16.0561, 21.5327, 259.1775, 259.1767, 305.8787, 246.2853, -246.2982, 0.0283,  5.0,  5.0,  1.6,  1.8,  2502,  1515,  45.0, 
se1206, 20.4884, 20.4882, 28.5206, 599.3112, 599.3121, 680.1565, 586.7048, -586.5865, -0.1161,  5.0,  5.0,  1.8,  0.2,  2686,  1907,  60.0, 
se1207, 19.9707, 19.9707, 27.8344, 553.4868, 553.4892, 616.0792, 541.185, -541.3252, -0.0871,  5.0,  5.0,  1.8,  0.4,  2574,  1811,  54.0, 
se1208, 19.3952, 19.3951, 27.0343, 504.7809, 504.7834, 555.0618, 492.9013, -492.8898, -0.0353,  5.0,  5.0,  1.8,  0.6,  2670,  1819,  57.0, 
se1209, 18.7672, 18.7671, 26.1252, 454.6582, 454.6632, 497.0744, 443.1431, -443.3161, -0.0008,  5.0,  5.0,  1.8,  0.8,  2670,  1779,  56.0, 
se1210, 18.138, 18.1379, 25.1965, 407.6382, 407.6398, 445.3709, 396.6368, -396.3627, -0.0016,  5.0,  5.0,  1.8,  1.0,  2710,  1763,  56.0, 
se1211, 17.4943, 17.4942, 24.2222, 362.8874, 362.8896, 398.4002, 352.1839, -352.3377, 0.0712,  5.0,  5.0,  1.8,  1.2,  2438,  1547,  44.0, 
se1212, 16.8657, 16.8657, 23.2427, 321.3515, 321.357, 356.3551, 310.9325, -310.9176, 0.0005,  5.0,  5.0,  1.8,  1.4,  2582,  1635,  50.0, 
se1213, 16.2722, 16.2722, 22.308, 285.5191, 285.5219, 321.4854, 275.3392, -275.4103, 0.0336,  5.0,  5.0,  1.8,  1.6,  2486,  1555,  45.0, 
se1214, 15.7179, 15.7177, 21.41, 254.3827, 254.3815, 293.0648, 244.5825, -244.5942, 0.0348,  5.0,  5.0,  1.8,  1.8,  2430,  1483,  42.0, 
