se-name,  Kxx,  Kyy,  Kzz,  Omegaxx,  Omegayy,  Omegazz,  PIxx,  PIyy,  PIzz,  lam1,  lam2,  e1,  e2,  nelems,  nnodes,  time, 
se1243, 13.1296, 17.365, 17.6742, 46.4734, 372.9869, 359.9884, 3.7295, -351.8059, 330.8093,  6.0,  1.0,  0.8,  0.4,  3478,  2387,  94.0, 
se1244, 12.8213, 17.0914, 17.2632, 43.3843, 348.715, 341.4677, 1.8856, -328.1509, 317.1891,  6.0,  1.0,  0.8,  0.6,  3534,  2371,  93.0, 
se1245, 12.5027, 16.8281, 16.828, 40.3086, 325.1857, 325.1877, -0.0163, -305.0926, 305.0601,  6.0,  1.0,  0.8,  0.8,  3302,  2195,  80.0, 
se1246, 12.1915, 16.5898, 16.3949, 37.4205, 303.7606, 311.7867, -1.8054, -284.2545, 295.143,  6.0,  1.0,  0.8,  1.0,  3222,  2123,  74.0, 
se1247, 11.8901, 16.3786, 15.9722, 34.7435, 284.6536, 301.0625, -3.4974, -265.6468, 287.2814,  6.0,  1.0,  0.8,  1.2,  3054,  1987,  67.0, 
se1248, 11.6049, 16.1933, 15.5652, 32.304, 267.8012, 292.553, -5.0467, -249.4093, 281.0828,  6.0,  1.0,  0.8,  1.4,  2982,  1923,  67.0, 
se1249, 11.3431, 16.0396, 15.1855, 30.1583, 253.5192, 286.1859, -6.4722, -235.6266, 276.6067,  6.0,  1.0,  0.8,  1.6,  2918,  1867,  65.0, 
se1250, 11.0989, 15.8914, 14.8158, 28.2965, 240.3222, 279.9201, -7.8054, -222.9746, 272.0453,  6.0,  1.0,  0.8,  1.8,  2718,  1735,  56.0, 
se1251, 12.9698, 17.1013, 17.6986, 43.8985, 380.4102, 355.2306, 6.9677, -364.2308, 323.2769,  6.0,  1.0,  1.0,  0.2,  3198,  2215,  79.0, 
se1252, 12.6951, 16.8294, 17.3361, 41.2464, 357.3686, 335.7553, 5.409, -341.183, 308.9166,  6.0,  1.0,  1.0,  0.4,  3230,  2211,  79.0, 
se1253, 12.393, 16.5529, 16.9215, 38.3891, 333.3925, 317.8129, 3.605, -317.4277, 295.694,  6.0,  1.0,  1.0,  0.6,  3222,  2131,  77.0, 
se1254, 12.0802, 16.2855, 16.4821, 35.5408, 310.1467, 301.9985, 1.7686, -294.4401, 283.4148,  6.0,  1.0,  1.0,  0.8,  2958,  1971,  62.0, 
se1255, 11.7754, 16.0439, 16.0476, 32.8722, 289.2277, 289.0013, 0.026, -273.8467, 273.5684,  6.0,  1.0,  1.0,  1.0,  3086,  1983,  67.0, 
se1256, 11.4777, 15.8268, 15.6166, 30.396, 270.165, 278.3548, -1.6496, -255.1376, 265.552,  6.0,  1.0,  1.0,  1.2,  2878,  1871,  58.0, 
se1257, 11.1883, 15.6189, 15.1859, 28.1593, 252.1814, 268.4763, -3.1562, -237.5504, 257.819,  6.0,  1.0,  1.0,  1.4,  2670,  1715,  52.0, 
se1258, 10.9375, 15.4824, 14.8117, 26.2215, 238.8607, 263.5524, -4.592, -224.5876, 254.6524,  6.0,  1.0,  1.0,  1.6,  2678,  1703,  53.0, 
se1259, 10.6999, 15.343, 14.4484, 24.5163, 226.5438, 258.0685, -5.8427, -212.6739, 250.6209,  6.0,  1.0,  1.0,  1.8,  2638,  1655,  51.0, 
se1260, 12.5637, 16.6037, 17.42, 39.5294, 368.0148, 333.0625, 8.4872, -355.5005, 303.6936,  6.0,  1.0,  1.2,  0.2,  3086,  2115,  79.0, 
se1261, 12.2951, 16.3308, 17.058, 37.0035, 345.5364, 314.551, 6.9532, -333.044, 289.7522,  6.0,  1.0,  1.2,  0.4,  3214,  2135,  83.0, 
se1262, 12.0082, 16.0579, 16.6525, 34.421, 322.2907, 297.6177, 5.2801, -309.8654, 276.7357,  6.0,  1.0,  1.2,  0.6,  4070,  2651,  132.0, 
se1263, 11.6996, 15.7853, 16.2094, 31.7144, 299.3885, 282.2331, 3.5013, -287.0844, 264.8327,  6.0,  1.0,  1.2,  0.8,  3950,  2499,  120.0, 
se1264, 11.3963, 15.5383, 15.7647, 29.1759, 278.3798, 269.4829, 1.7405, -266.2761, 255.0512,  6.0,  1.0,  1.2,  1.0,  3862,  2423,  112.0, 
se1265, 11.1035, 15.317, 15.327, 26.8579, 259.3813, 258.9741, 0.0725, -247.5162, 247.0095,  6.0,  1.0,  1.2,  1.2,  3854,  2359,  111.0, 
se1266, 10.8253, 15.1296, 14.9037, 24.7832, 242.6361, 250.8537, -1.4983, -230.9749, 240.877,  6.0,  1.0,  1.2,  1.4,  3414,  2099,  86.0, 
se1267, 10.5663, 14.9693, 14.5016, 22.9513, 227.9855, 244.5847, -2.8984, -216.5721, 236.4736,  6.0,  1.0,  1.2,  1.6,  3030,  1855,  68.0, 
se1268, 10.326, 14.8218, 14.1206, 21.3633, 215.0525, 238.8756, -4.1395, -203.858, 231.9665,  6.0,  1.0,  1.2,  1.8,  2822,  1711,  57.0, 
se1269, 12.1911, 16.133, 17.1982, 35.8697, 359.0557, 314.0245, 10.1283, -349.4435, 286.8083,  6.0,  1.0,  1.4,  0.2,  3918,  2639,  125.0, 
se1270, 11.9339, 15.8677, 16.846, 33.5704, 337.4336, 296.7814, 8.6179, -327.6411, 273.7506,  6.0,  1.0,  1.4,  0.4,  3990,  2639,  127.0, 
se1271, 11.646, 15.5898, 16.4324, 31.0703, 314.1663, 280.2096, 6.9815, -304.5105, 260.7643,  6.0,  1.0,  1.4,  0.6,  4326,  2751,  148.0, 
se1272, 11.3477, 15.3179, 15.991, 28.5866, 291.4412, 265.3251, 5.1827, -281.8843, 249.0395,  6.0,  1.0,  1.4,  0.8,  4782,  3059,  185.0, 
se1273, 11.0468, 15.061, 15.5375, 26.1986, 270.1202, 252.3519, 3.4312, -260.4655, 238.7566,  6.0,  1.0,  1.4,  1.0,  4782,  3027,  183.0, 
se1274, 10.7541, 14.8292, 15.0899, 24.0005, 250.8645, 241.6196, 1.7928, -241.3966, 230.2935,  6.0,  1.0,  1.4,  1.2,  4734,  2999,  180.0, 
se1275, 10.477, 14.6257, 14.6491, 22.0517, 233.2593, 232.7436, 0.2373, -223.9876, 223.3712,  6.0,  1.0,  1.4,  1.4,  4710,  2955,  177.0, 
se1276, 10.2251, 14.4708, 14.2463, 20.3547, 218.9383, 226.8194, -1.2254, -209.9021, 219.0039,  6.0,  1.0,  1.4,  1.6,  4886,  2975,  187.0, 
se1277, 9.9884, 14.3304, 13.8577, 18.8701, 205.986, 221.6606, -2.4839, -196.95, 215.1288,  6.0,  1.0,  1.4,  1.8,  4774,  2899,  179.0, 
se1278, 11.8561, 15.7068, 17.0175, 32.8899, 352.7972, 298.34, 11.5223, -345.6156, 273.0694,  6.0,  1.0,  1.6,  0.2,  3902,  2539,  124.0, 
se1279, 11.6014, 15.439, 16.6633, 30.715, 331.1194, 281.4393, 10.0359, -323.6039, 259.9319,  6.0,  1.0,  1.6,  0.4,  3966,  2551,  127.0, 
se1280, 11.3108, 15.1516, 16.2396, 28.2887, 307.5445, 264.9218, 8.3015, -300.0487, 246.8001,  6.0,  1.0,  1.6,  0.6,  3974,  2483,  125.0, 
se1281, 11.0103, 14.8733, 15.7895, 25.8809, 284.6734, 250.2311, 6.4914, -277.1548, 235.0902,  6.0,  1.0,  1.6,  0.8,  3974,  2551,  127.0, 
se1282, 10.7189, 14.6151, 15.3447, 23.6924, 263.8755, 237.6067, 4.8595, -256.4865, 224.874,  6.0,  1.0,  1.6,  1.0,  4614,  2899,  170.0, 
se1283, 10.429, 14.3764, 14.8878, 21.6075, 244.3481, 226.7571, 3.1668, -236.952, 216.1136,  6.0,  1.0,  1.6,  1.2,  4694,  2911,  175.0, 
se1284, 10.1532, 14.1703, 14.4497, 19.7323, 227.3729, 218.228, 1.649, -220.1166, 209.3173,  6.0,  1.0,  1.6,  1.4,  4622,  2791,  166.0, 
se1285, 9.8908, 13.9861, 14.0058, 18.0813, 210.9922, 210.7296, 0.1925, -203.769, 203.376,  6.0,  1.0,  1.6,  1.6,  4262,  2555,  140.0, 
se1286, 9.6363, 13.7825, 13.5527, 16.6783, 194.1504, 201.2741, -1.1023, -186.9458, 195.1085,  6.0,  1.0,  1.6,  1.8,  4214,  2563,  138.0, 
se1287, 11.5531, 15.3119, 16.8513, 30.4205, 346.9282, 284.5258, 12.6458, -341.0839, 260.9003,  6.0,  1.0,  1.8,  0.2,  3102,  2031,  76.0, 
se1288, 11.296, 15.0349, 16.4857, 28.3125, 324.6324, 267.643, 11.148, -318.7195, 247.4806,  6.0,  1.0,  1.8,  0.4,  3126,  2015,  73.0, 
se1289, 11.0021, 14.7371, 16.0509, 25.9387, 300.6585, 251.0633, 9.3557, -294.7654, 234.2307,  6.0,  1.0,  1.8,  0.6,  3006,  1895,  66.0, 
se1290, 10.6875, 14.4357, 15.5705, 23.5434, 276.3569, 235.5622, 7.5283, -270.5495, 221.4596,  6.0,  1.0,  1.8,  0.8,  2454,  1567,  43.0, 
se1291, 10.3898, 14.1753, 15.1141, 21.369, 255.6707, 223.4254, 5.7575, -249.8301, 211.6905,  6.0,  1.0,  1.8,  1.0,  2486,  1559,  43.0, 
se1292, 10.1113, 13.9387, 14.6777, 19.4366, 237.7558, 213.1909, 4.1918, -231.9703, 203.3516,  6.0,  1.0,  1.8,  1.2,  2638,  1611,  48.0, 
se1293, 9.8358, 13.7189, 14.2316, 17.6762, 220.4917, 204.1675, 2.7312, -214.7456, 195.9759,  6.0,  1.0,  1.8,  1.4,  2630,  1571,  47.0, 
se1294, 9.5703, 13.5137, 13.7833, 16.1176, 204.1414, 195.8593, 1.3162, -198.4498, 188.9753,  6.0,  1.0,  1.8,  1.6,  2454,  1455,  40.0, 
se1295, 9.3192, 13.3231, 13.3336, 14.7588, 188.2802, 187.9554, 0.0636, -182.5791, 182.1898,  6.0,  1.0,  1.8,  1.8,  2374,  1383,  37.0, 
se1296, 18.145, 21.504, 23.6154, 174.6234, 646.8595, 617.9671, 87.5978, -582.6597, 451.2622,  6.0,  2.0,  0.2,  0.2,  3486,  2635,  97.0, 
se1297, 17.702, 21.0952, 23.0969, 163.2158, 604.1005, 572.6464, 78.5673, -541.8917, 428.1115,  6.0,  2.0,  0.2,  0.4,  3334,  2523,  84.0, 
se1298, 17.2126, 20.6585, 22.4871, 150.6041, 558.1999, 529.9975, 68.6891, -498.354, 405.9868,  6.0,  2.0,  0.2,  0.6,  2990,  2259,  66.0, 
se1299, 16.715, 20.2375, 21.8529, 138.0561, 514.9742, 493.1798, 58.9168, -457.7704, 387.0307,  6.0,  2.0,  0.2,  0.8,  3062,  2295,  70.0, 
se1300, 16.2132, 19.8262, 21.1965, 125.8915, 473.7889, 460.9119, 49.6098, -419.139, 370.3539,  6.0,  2.0,  0.2,  1.0,  2942,  2167,  64.0, 
se1301, 15.726, 19.4539, 20.5546, 114.5323, 437.3069, 434.751, 40.9592, -385.4145, 357.537,  6.0,  2.0,  0.2,  1.2,  2870,  2047,  60.0, 
se1302, 15.2593, 19.1167, 19.9317, 104.1492, 404.7772, 413.5019, 33.2596, -355.604, 347.3264,  6.0,  2.0,  0.2,  1.4,  2758,  1963,  58.0, 
se1303, 14.8167, 18.8082, 19.3314, 94.8045, 375.6938, 395.9449, 26.3409, -329.2053, 338.8747,  6.0,  2.0,  0.2,  1.6,  2542,  1803,  46.0, 
se1304, 14.4027, 18.5164, 18.7563, 86.2894, 350.3132, 380.5423, 20.1488, -306.0196, 331.0693,  6.0,  2.0,  0.2,  1.8,  2390,  1695,  45.0, 
se1305, 17.597, 20.8897, 23.0984, 157.7055, 609.8264, 578.6497, 85.339, -559.7559, 422.9237,  6.0,  2.0,  0.4,  0.2,  3102,  2319,  76.0, 
se1306, 17.1836, 20.5002, 22.6034, 147.521, 570.2003, 536.8886, 77.0221, -521.2672, 401.8626,  6.0,  2.0,  0.4,  0.4,  3406,  2475,  95.0, 
se1307, 16.719, 20.0795, 22.0148, 136.0657, 527.3265, 497.2677, 67.7646, -479.8033, 381.1196,  6.0,  2.0,  0.4,  0.6,  3590,  2547,  101.0, 
se1308, 16.2348, 19.6602, 21.3839, 124.472, 485.5427, 461.9907, 58.3969, -439.7151, 362.6063,  6.0,  2.0,  0.4,  0.8,  3310,  2335,  81.0, 
se1309, 15.7495, 19.2565, 20.7379, 113.3424, 446.3602, 431.4755, 49.5297, -402.4826, 346.3582,  6.0,  2.0,  0.4,  1.0,  3166,  2199,  72.0, 
se1310, 15.2751, 18.8834, 20.0989, 102.985, 410.93, 406.091, 41.343, -368.9931, 333.3363,  6.0,  2.0,  0.4,  1.2,  3054,  2071,  66.0, 
se1311, 14.8211, 18.5482, 19.4803, 93.4631, 379.7849, 385.7358, 33.9023, -339.7944, 323.3166,  6.0,  2.0,  0.4,  1.4,  2950,  1983,  61.0, 
se1312, 14.3896, 18.2441, 18.884, 84.807, 352.3072, 369.098, 27.153, -314.1878, 315.3566,  6.0,  2.0,  0.4,  1.6,  2790,  1875,  56.0, 
se1313, 13.9841, 17.9641, 18.3134, 77.0178, 328.1553, 355.0434, 21.1686, -291.8398, 308.5152,  6.0,  2.0,  0.4,  1.8,  2590,  1735,  51.0, 
se1314, 17.0921, 20.3155, 22.6959, 145.2161, 581.1966, 542.6868, 84.9767, -542.002, 397.3368,  6.0,  2.0,  0.6,  0.2,  3526,  2515,  99.0, 
se1315, 16.676, 19.9135, 22.1841, 135.1029, 541.6634, 502.2573, 76.7405, -503.1892, 376.3113,  6.0,  2.0,  0.6,  0.4,  3606,  2507,  97.0, 
se1316, 16.2151, 19.4869, 21.5875, 124.044, 499.7306, 464.3094, 67.6508, -462.5893, 355.9004,  6.0,  2.0,  0.6,  0.6,  3438,  2339,  87.0, 
se1317, 15.7399, 19.0665, 20.9562, 113.0299, 459.4596, 430.8361, 58.6317, -423.3363, 338.0027,  6.0,  2.0,  0.6,  0.8,  3518,  2375,  98.0, 
se1318, 15.2637, 18.6602, 20.3079, 102.5023, 421.5543, 401.6466, 50.0001, -386.9976, 322.1108,  6.0,  2.0,  0.6,  1.0,  3398,  2239,  82.0, 
se1319, 14.7947, 18.2835, 19.6631, 92.613, 387.3442, 377.3508, 41.9211, -354.1784, 309.4111,  6.0,  2.0,  0.6,  1.2,  3182,  2075,  72.0, 
se1320, 14.3493, 17.9465, 19.0423, 83.7139, 357.2015, 357.7596, 34.7089, -325.2964, 299.457,  6.0,  2.0,  0.6,  1.4,  2974,  1903,  59.0, 
se1321, 13.9244, 17.6449, 18.4472, 75.621, 330.9869, 342.1037, 28.188, -300.5859, 292.0263,  6.0,  2.0,  0.6,  1.6,  2886,  1847,  57.0, 
se1322, 13.527, 17.3628, 17.876, 68.5325, 307.3419, 328.2369, 22.423, -278.249, 284.7877,  6.0,  2.0,  0.6,  1.8,  2742,  1731,  53.0, 
se1323, 16.5548, 19.7074, 22.2932, 133.1244, 555.5403, 507.0513, 84.1183, -525.754, 372.4406,  6.0,  2.0,  0.8,  0.2,  3238,  2287,  80.0, 
se1324, 16.1612, 19.3219, 21.7986, 123.7879, 518.3102, 469.9518, 76.3266, -488.8675, 352.9873,  6.0,  2.0,  0.8,  0.4,  3662,  2467,  101.0, 
se1325, 15.7114, 18.8949, 21.2004, 113.3986, 477.1038, 433.6832, 67.6187, -448.4998, 332.8486,  6.0,  2.0,  0.8,  0.6,  3494,  2279,  88.0, 
se1326, 15.2505, 18.4813, 20.5744, 103.0342, 438.3474, 402.2112, 58.8299, -410.5346, 315.8248,  6.0,  2.0,  0.8,  0.8,  3654,  2391,  99.0, 
se1327, 14.7811, 18.0725, 19.9225, 93.1053, 401.2016, 374.1083, 50.4522, -374.1564, 300.1033,  6.0,  2.0,  0.8,  1.0,  3270,  2111,  76.0, 
se1328, 14.3251, 17.6968, 19.2814, 83.9441, 367.9619, 350.7976, 42.7336, -342.0076, 287.3468,  6.0,  2.0,  0.8,  1.2,  3190,  2035,  70.0, 
se1329, 13.8843, 17.3529, 18.6543, 75.5535, 338.3479, 331.5551, 35.6518, -313.4009, 277.2254,  6.0,  2.0,  0.8,  1.4,  2998,  1875,  59.0, 
se1330, 13.4703, 17.0498, 18.0588, 68.0692, 312.7432, 316.3347, 29.3385, -288.739, 269.502,  6.0,  2.0,  0.8,  1.6,  2942,  1835,  59.0, 
se1331, 13.0771, 16.7759, 17.4822, 61.3366, 289.9735, 303.8242, 23.6334, -266.8339, 263.3844,  6.0,  2.0,  0.8,  1.8,  2718,  1687,  55.0, 
se1332, 16.0794, 19.1622, 21.9999, 124.1508, 538.0088, 477.1773, 84.4143, -515.5579, 351.7097,  6.0,  2.0,  1.0,  0.2,  3446,  2451,  96.0, 
se1333, 15.6936, 18.7741, 21.5031, 115.2697, 501.0417, 441.6899, 76.8392, -479.0253, 332.2569,  6.0,  2.0,  1.0,  0.4,  3918,  2635,  120.0, 
se1334, 15.2543, 18.3531, 20.9065, 105.2566, 461.0398, 407.513, 68.2212, -439.3256, 313.1372,  6.0,  2.0,  1.0,  0.6,  3854,  2503,  115.0, 
se1335, 14.797, 17.9329, 20.2719, 95.2651, 422.4964, 376.9695, 59.4084, -401.236, 296.0112,  6.0,  2.0,  1.0,  0.8,  3942,  2515,  119.0, 
se1336, 14.3374, 17.5264, 19.6188, 85.7369, 386.2602, 350.2212, 51.306, -365.5509, 280.8456,  6.0,  2.0,  1.0,  1.0,  3926,  2439,  114.0, 
se1337, 13.8828, 17.1448, 18.9636, 76.8474, 353.1484, 327.4778, 43.5244, -333.3199, 268.2265,  6.0,  2.0,  1.0,  1.2,  3462,  2135,  84.0, 
se1338, 13.4474, 16.7969, 18.3273, 68.8454, 323.7059, 308.7356, 36.522, -303.6598, 257.9504,  6.0,  2.0,  1.0,  1.4,  3214,  1971,  72.0, 
se1339, 13.0355, 16.4918, 17.7207, 61.6776, 298.3185, 293.9723, 30.1936, -279.4331, 250.5299,  6.0,  2.0,  1.0,  1.6,  2974,  1811,  60.0, 
se1340, 12.6432, 16.197, 17.1294, 55.3876, 274.9771, 280.4976, 24.7272, -256.7228, 242.7779,  6.0,  2.0,  1.0,  1.8,  2686,  1639,  51.0, 
se1341, 15.6437, 18.6498, 21.7734, 117.3449, 524.5684, 450.684, 85.5186, -506.9604, 332.9791,  6.0,  2.0,  1.2,  0.2,  4542,  3223,  179.0, 
se1342, 15.2634, 18.262, 21.2696, 108.6703, 487.7442, 416.8691, 78.0151, -471.056, 314.0317,  6.0,  2.0,  1.2,  0.4,  4470,  3035,  167.0, 
se1343, 14.8353, 17.8461, 20.6808, 99.0937, 448.9371, 384.5936, 69.572, -432.4308, 295.8566,  6.0,  2.0,  1.2,  0.6,  4774,  3095,  186.0, 
se1344, 14.3857, 17.4237, 20.0418, 89.4771, 410.5392, 355.0738, 61.0334, -394.2135, 278.5948,  6.0,  2.0,  1.2,  0.8,  4782,  3043,  176.0, 
se1345, 13.9337, 17.0166, 19.3888, 80.3262, 374.8707, 329.3178, 52.8833, -358.9959, 263.6637,  6.0,  2.0,  1.2,  1.0,  4934,  3035,  186.0, 
se1346, 13.4899, 16.6344, 18.7375, 71.8416, 342.4504, 307.4, 45.2654, -326.9936, 251.1386,  6.0,  2.0,  1.2,  1.2,  4870,  2971,  178.0, 
se1347, 13.0614, 16.2833, 18.0998, 64.14, 313.4551, 289.1063, 38.3211, -298.4071, 240.8583,  6.0,  2.0,  1.2,  1.4,  4910,  2943,  181.0, 
se1348, 12.6516, 15.956, 17.4722, 57.239, 286.9392, 273.3077, 32.0394, -272.2219, 231.7477,  6.0,  2.0,  1.2,  1.6,  4838,  2879,  185.0, 
se1349, 12.2315, 15.6384, 16.8295, 50.5495, 262.7398, 259.282, 25.9074, -248.4971, 223.9169,  6.0,  2.0,  1.2,  1.8,  2614,  1559,  47.0, 
se1350, 15.2358, 18.1667, 21.5726, 111.5562, 513.5876, 427.5816, 86.2662, -500.7907, 316.8371,  6.0,  2.0,  1.4,  0.2,  4102,  2851,  139.0, 
se1351, 14.8666, 17.7884, 21.0825, 103.2807, 478.2312, 395.733, 78.9582, -465.5892, 299.0749,  6.0,  2.0,  1.4,  0.4,  4294,  2879,  149.0, 
se1352, 14.4463, 17.3761, 20.4974, 94.0396, 440.086, 364.8546, 70.6393, -427.584, 280.971,  6.0,  2.0,  1.4,  0.6,  4502,  2915,  160.0, 
se1353, 14.0046, 16.9563, 19.863, 84.7694, 402.4154, 336.5389, 62.2328, -390.4275, 264.2768,  6.0,  2.0,  1.4,  0.8,  4662,  2947,  168.0, 
se1354, 13.5558, 16.5414, 19.1994, 75.8492, 366.3256, 311.0903, 54.0768, -354.3305, 249.0565,  6.0,  2.0,  1.4,  1.0,  4694,  2911,  169.0, 
se1355, 13.1165, 16.1566, 18.5472, 67.6017, 334.4311, 289.8442, 46.4796, -322.6228, 236.6696,  6.0,  2.0,  1.4,  1.2,  4622,  2767,  159.0, 
se1356, 12.6909, 15.8006, 17.9032, 60.1134, 305.5262, 271.8947, 39.589, -293.9611, 226.2929,  6.0,  2.0,  1.4,  1.4,  4702,  2783,  164.0, 
se1357, 12.2845, 15.4762, 17.2764, 53.3883, 279.8108, 256.9887, 33.3318, -268.519, 217.8177,  6.0,  2.0,  1.4,  1.6,  4630,  2707,  157.0, 
se1358, 11.8674, 15.1489, 16.6159, 46.9108, 254.8849, 242.7756, 27.1932, -243.7493, 209.3897,  6.0,  2.0,  1.4,  1.8,  2550,  1527,  43.0, 
se1359, 14.884, 17.7475, 21.4497, 107.4402, 507.885, 409.4861, 87.4855, -498.8449, 304.7196,  6.0,  2.0,  1.6,  0.2,  4270,  2923,  149.0, 
se1360, 14.522, 17.3744, 20.9608, 99.3746, 472.8444, 379.0185, 80.1872, -463.2912, 287.1484,  6.0,  2.0,  1.6,  0.4,  4486,  2987,  162.0, 
se1361, 14.105, 16.9602, 20.3697, 90.3074, 434.4409, 348.9064, 71.869, -424.915, 269.3518,  6.0,  2.0,  1.6,  0.6,  4646,  3019,  171.0, 
se1362, 13.6154, 16.4956, 19.6327, 79.4659, 392.4886, 318.4128, 61.5268, -383.1971, 251.2232,  6.0,  2.0,  1.6,  0.8,  2598,  1699,  49.0, 
se1363, 13.1754, 16.0787, 18.9791, 71.1171, 357.2819, 293.7498, 53.8152, -348.1285, 235.7416,  6.0,  2.0,  1.6,  1.0,  2638,  1675,  49.0, 
se1364, 12.7847, 15.726, 18.4105, 64.5081, 328.8121, 275.191, 47.864, -319.8053, 224.5769,  6.0,  2.0,  1.6,  1.2,  4942,  2935,  183.0, 
